dataset name,sample id,dimension,score
TIGER-Lab/MMLU-Pro_annotation,10852,Object Permanence,0
TIGER-Lab/MMLU-Pro_annotation,10852,Perception and Pattern Recognition,2
TIGER-Lab/MMLU-Pro_annotation,10852,Planning,0
TIGER-Lab/MMLU-Pro_annotation,10852,Procedural Memory,0
TIGER-Lab/MMLU-Pro_annotation,10852,Prospective Memory,0
TIGER-Lab/MMLU-Pro_annotation,10852,Semantic Memory,3
TIGER-Lab/MMLU-Pro_annotation,10852,Spatial Reasoning and Navigation,0
TIGER-Lab/MMLU-Pro_annotation,10852,Theory of Mind,0
TIGER-Lab/MMLU-Pro_annotation,10852,Working Memory,3
TIGER-Lab/MMLU-Pro_annotation,10852,ambiguity,5
TIGER-Lab/MMLU-Pro_annotation,10852,factuality,1
TIGER-Lab/MMLU-Pro_annotation,10909,Causal Reasoning,0
TIGER-Lab/MMLU-Pro_annotation,10909,Cognitive Flexibility,3
TIGER-Lab/MMLU-Pro_annotation,10909,Emotion Perception and Empathy,0
TIGER-Lab/MMLU-Pro_annotation,10909,Episodic Memory,1
TIGER-Lab/MMLU-Pro_annotation,10909,Functional Perception,3
TIGER-Lab/MMLU-Pro_annotation,10909,Inhibitory Control,2
TIGER-Lab/MMLU-Pro_annotation,10909,Language,3
TIGER-Lab/MMLU-Pro_annotation,10909,Mental Simulation,0
TIGER-Lab/MMLU-Pro_annotation,10909,Metacognition,3
TIGER-Lab/MMLU-Pro_annotation,10909,Object Permanence,0
TIGER-Lab/MMLU-Pro_annotation,10909,Perception and Pattern Recognition,3
TIGER-Lab/MMLU-Pro_annotation,10909,Planning,0
TIGER-Lab/MMLU-Pro_annotation,10909,Procedural Memory,0
TIGER-Lab/MMLU-Pro_annotation,10909,Prospective Memory,0
TIGER-Lab/MMLU-Pro_annotation,10909,Semantic Memory,3
TIGER-Lab/MMLU-Pro_annotation,10909,Spatial Reasoning and Navigation,0
TIGER-Lab/MMLU-Pro_annotation,10909,Theory of Mind,2
TIGER-Lab/MMLU-Pro_annotation,10909,Working Memory,3
TIGER-Lab/MMLU-Pro_annotation,10909,ambiguity,5
TIGER-Lab/MMLU-Pro_annotation,10909,factuality,4
TIGER-Lab/MMLU-Pro_annotation,10992,Causal Reasoning,2
TIGER-Lab/MMLU-Pro_annotation,10992,Cognitive Flexibility,0
TIGER-Lab/MMLU-Pro_annotation,10992,Emotion Perception and Empathy,1
TIGER-Lab/MMLU-Pro_annotation,10992,Episodic Memory,0
TIGER-Lab/MMLU-Pro_annotation,10992,Functional Perception,2
TIGER-Lab/MMLU-Pro_annotation,10992,Inhibitory Control,2
TIGER-Lab/MMLU-Pro_annotation,10992,Language,3
TIGER-Lab/MMLU-Pro_annotation,10992,Mental Simulation,0
TIGER-Lab/MMLU-Pro_annotation,10992,Metacognition,3
TIGER-Lab/MMLU-Pro_annotation,10992,Object Permanence,0
TIGER-Lab/MMLU-Pro_annotation,10992,Perception and Pattern Recognition,1
TIGER-Lab/MMLU-Pro_annotation,10992,Planning,0
TIGER-Lab/MMLU-Pro_annotation,10992,Procedural Memory,0
TIGER-Lab/MMLU-Pro_annotation,10992,Prospective Memory,0
TIGER-Lab/MMLU-Pro_annotation,10992,Semantic Memory,3
TIGER-Lab/MMLU-Pro_annotation,10992,Spatial Reasoning and Navigation,0
TIGER-Lab/MMLU-Pro_annotation,10992,Theory of Mind,2
TIGER-Lab/MMLU-Pro_annotation,10992,Working Memory,2
TIGER-Lab/MMLU-Pro_annotation,10992,ambiguity,4
TIGER-Lab/MMLU-Pro_annotation,10992,factuality,1
TIGER-Lab/MMLU-Pro_annotation,11039,Causal Reasoning,1
TIGER-Lab/MMLU-Pro_annotation,11039,Cognitive Flexibility,2
TIGER-Lab/MMLU-Pro_annotation,11039,Emotion Perception and Empathy,1
TIGER-Lab/MMLU-Pro_annotation,11039,Episodic Memory,1
TIGER-Lab/MMLU-Pro_annotation,11039,Functional Perception,2
TIGER-Lab/MMLU-Pro_annotation,11039,Inhibitory Control,1
TIGER-Lab/MMLU-Pro_annotation,11039,Language,2
TIGER-Lab/MMLU-Pro_annotation,11039,Mental Simulation,0
TIGER-Lab/MMLU-Pro_annotation,11039,Metacognition,3
TIGER-Lab/MMLU-Pro_annotation,11039,Object Permanence,0
TIGER-Lab/MMLU-Pro_annotation,11039,Perception and Pattern Recognition,2
TIGER-Lab/MMLU-Pro_annotation,11039,Planning,0
TIGER-Lab/MMLU-Pro_annotation,11039,Procedural Memory,0
TIGER-Lab/MMLU-Pro_annotation,11039,Prospective Memory,0
TIGER-Lab/MMLU-Pro_annotation,11039,Semantic Memory,3
TIGER-Lab/MMLU-Pro_annotation,11039,Spatial Reasoning and Navigation,0
TIGER-Lab/MMLU-Pro_annotation,11039,Theory of Mind,2
TIGER-Lab/MMLU-Pro_annotation,11039,Working Memory,2
TIGER-Lab/MMLU-Pro_annotation,11039,ambiguity,3
TIGER-Lab/MMLU-Pro_annotation,11039,factuality,1
TIGER-Lab/MMLU-Pro_annotation,11076,Causal Reasoning,0
TIGER-Lab/MMLU-Pro_annotation,11076,Cognitive Flexibility,1
TIGER-Lab/MMLU-Pro_annotation,11076,Emotion Perception and Empathy,0
TIGER-Lab/MMLU-Pro_annotation,11076,Episodic Memory,0
TIGER-Lab/MMLU-Pro_annotation,11076,Functional Perception,1
TIGER-Lab/MMLU-Pro_annotation,11076,Inhibitory Control,1
TIGER-Lab/MMLU-Pro_annotation,11076,Language,2
TIGER-Lab/MMLU-Pro_annotation,11076,Mental Simulation,1
TIGER-Lab/MMLU-Pro_annotation,11076,Metacognition,3
TIGER-Lab/MMLU-Pro_annotation,11076,Object Permanence,0
TIGER-Lab/MMLU-Pro_annotation,11076,Perception and Pattern Recognition,1
TIGER-Lab/MMLU-Pro_annotation,11076,Planning,0
TIGER-Lab/MMLU-Pro_annotation,11076,Procedural Memory,1
TIGER-Lab/MMLU-Pro_annotation,11076,Prospective Memory,0
TIGER-Lab/MMLU-Pro_annotation,11076,Semantic Memory,3
TIGER-Lab/MMLU-Pro_annotation,11076,Spatial Reasoning and Navigation,0
TIGER-Lab/MMLU-Pro_annotation,11076,Theory of Mind,0
TIGER-Lab/MMLU-Pro_annotation,11076,Working Memory,2
TIGER-Lab/MMLU-Pro_annotation,11076,ambiguity,5
TIGER-Lab/MMLU-Pro_annotation,11076,factuality,1
TIGER-Lab/MMLU-Pro_annotation,11211,Causal Reasoning,0
TIGER-Lab/MMLU-Pro_annotation,11211,Cognitive Flexibility,0
TIGER-Lab/MMLU-Pro_annotation,11211,Emotion Perception and Empathy,0
TIGER-Lab/MMLU-Pro_annotation,11211,Episodic Memory,0
TIGER-Lab/MMLU-Pro_annotation,11211,Functional Perception,1
TIGER-Lab/MMLU-Pro_annotation,11211,Inhibitory Control,1
TIGER-Lab/MMLU-Pro_annotation,11211,Language,1
TIGER-Lab/MMLU-Pro_annotation,11211,Mental Simulation,0
TIGER-Lab/MMLU-Pro_annotation,11211,Metacognition,2
TIGER-Lab/MMLU-Pro_annotation,11211,Object Permanence,0
TIGER-Lab/MMLU-Pro_annotation,11211,Perception and Pattern Recognition,2
TIGER-Lab/MMLU-Pro_annotation,11211,Planning,0
TIGER-Lab/MMLU-Pro_annotation,11211,Procedural Memory,0
TIGER-Lab/MMLU-Pro_annotation,11211,Prospective Memory,0
TIGER-Lab/MMLU-Pro_annotation,11211,Semantic Memory,3
TIGER-Lab/MMLU-Pro_annotation,11211,Spatial Reasoning and Navigation,0
TIGER-Lab/MMLU-Pro_annotation,11211,Theory of Mind,2
TIGER-Lab/MMLU-Pro_annotation,11211,Working Memory,2
